field_id,farm_id,field_name,field_acres,field_coordinates,soil_type,soil_ph,drainage_rating,slope_percentage,irrigation_type,last_soil_test_date,organic_matter_percentage,field_elevation_feet,created_timestamp,updated_timestamp
41d5065f-6cfc-4d2d-bec5-ffb83dc6d4ec,65bf66bf-33e2-4e15-a8e8-2364a2c26712,Jolynn Leffler,998,Coastal,loamy,6.5,moderate,581,sprinkler,2008-09-13,2422,6040,2022-01-28 03:09:23-03:00,2000-01-27 16:18:56+12:00
680dacaf-2612-4b98-bd92-319cfe40ab71,201c3d4c-c94d-4b0b-ad0c-6fb4bf890ac3,Sid Ondricka Sr.,136,Coastal,sandy,4.5,moderate,167,sprinkler,1997-05-19,6979,5898,2029-05-25 19:23:51+01:00,2029-03-09 04:05:35-09:00
ac5e9cb1-e121-4ce2-aaa3-e30e3e7d0f50,87ca466c-f760-4af2-816c-515f82b00803,Mrs. Felipa Goldner,463,Suburban,silty,6.5,excellent,995,sprinkler,2012-01-22,454,25226,2019-07-02 09:57:58+10:00,2027-06-06 06:07:28-11:00
c58a9354-9376-47d3-ac95-fb79086b9f0d,fcf0a8d2-8fae-46e7-88cc-b1eb37935ad2,Nydia Kessler,844,Rural,loamy,6.5,poor,5938,drip,2022-03-02,457,8632,2030-03-22 02:15:19-03:00,2001-07-16 11:20:11+07:00
7d071b15-cee4-4faf-8484-0218600aa844,55fe5ca6-bf5f-4687-98cf-a38d4361dae0,Gennie Boehm,889,Rural,peaty,3.5,excellent,8605,manual,1998-08-19,924,12985,2012-07-27 22:04:53+11:00,2021-12-26 13:45:08-10:00
87b69031-6963-4218-88c5-3eb49f09ed5b,7fe22955-2ba0-4335-9e80-98c6d4c85503,Earnest Fritsch,643,Mountainous,sandy,8.5,excellent,2351,sprinkler,2011-07-14,6706,25748,2021-03-26 03:19:00+03:00,2028-07-31 15:26:48-07:00
0290cf17-da22-48a8-81ab-82f3b22fa1cb,8d12c0b6-6768-42e7-8ee3-b93e864e98d8,Mr. Grisel Yundt,214,Suburban,silty,8.5,excellent,9440,surface,2005-01-24,5128,27272,2018-03-15 04:38:37+11:00,2022-10-24 16:01:42+09:00
d92ee5ac-9bc7-420e-9e29-dcfdde09c147,65ca17b6-15b3-42c3-a0c0-e06f464bac8f,Samual Huels,44,Suburban,sandy,8.5,poor,7019,sprinkler,1997-07-06,8935,18194,2005-12-09 21:54:07Z,2015-11-18 17:36:57+06:00
a0bd27d7-afde-49a1-b938-d690d599f9fe,5478753c-3868-47ea-9e09-abecb2f9eb43,King Bayer,782,Suburban,chalky,4.5,poor,6170,manual,2021-11-08,8991,22185,2029-10-29 15:06:25+11:00,2001-11-09 10:57:35-03:00
c9c3d433-00e2-4881-a6d3-66f5d7fc5889,70e8cb4e-4b0c-4444-9a87-798a2a03cd16,Mr. Brandon Shields,738,Urban,loamy,8.5,excellent,3888,sprinkler,2021-03-30,3384,30102,2025-07-10 13:39:02-01:00,2022-06-18 21:53:38+12:00
f2323af6-84da-4fdb-83a8-a142718e75ce,4c163f04-9d0b-415d-a781-c65df77b2707,Yen Ryan,819,Rural,clay,7.5,poor,2251,manual,2000-01-21,4287,27014,2004-04-02 22:53:03-01:00,2030-09-27 09:04:14+09:00
4de904e4-bd97-4fd7-9fb3-60b6514e320e,1577a92d-3452-409a-aabe-3205d0648d5a,Israel Leannon,592,Urban,silty,4.5,excellent,5881,surface,2001-10-04,4777,31709,2003-04-10 06:22:39+03:00,2021-10-11 02:49:05+05:00
6df66467-3786-4763-9786-2b3ce1666497,7cbdbd62-2981-4a01-8b02-0066109e4f94,Ms. Tandra Schuster,920,Urban,loamy,7.5,moderate,5352,subsurface,2008-07-18,1182,2518,2020-03-27 20:20:13-09:00,2006-11-13 18:24:34+08:00
af0ceef6-a701-4477-b7ec-f79f3d1e34a8,b36cf476-23ea-45e7-b48d-bf9de4aa1fc0,Mrs. Sanford Hyatt,469,Suburban,peaty,9.5,poor,6415,subsurface,2000-12-26,3261,24696,2003-08-10 17:03:37+11:00,2018-09-29 04:26:59+01:00
5f762a8a-d49f-4313-9cac-32e70a089295,4024fb7a-8ff2-4e13-94b2-f154eda553c4,Clair Romaguera MD,425,Mountainous,loamy,9.5,poor,4432,sprinkler,2013-09-09,3940,24292,2028-05-12 23:38:01+08:00,2009-07-20 04:10:00-03:00
a30e8b6a-9054-4ba3-bfb2-6861bd52fb29,48a54888-e79e-448a-8079-92785a268980,Jacques Keebler,491,Mountainous,peaty,9.5,excellent,5059,manual,2021-10-15,4532,15955,2028-04-20 03:56:24-10:00,2003-10-07 20:32:40+13:00
f5f83c46-691b-4035-8723-2b2e7a3c8cdb,e8456e30-389b-4653-9e3d-cf29920ad9ec,Gale Gerlach,188,Mountainous,sandy,6.5,moderate,5036,subsurface,2006-03-29,9381,28946,2000-06-02 22:41:42+07:00,2013-04-12 03:56:37+06:00
6322306d-da22-40d8-bd21-a4e944d60571,86a12cf2-9074-4a93-b5c6-576626263c80,Terri Morissette DVM,23,Suburban,loamy,4.5,excellent,9098,manual,2014-05-29,8603,6328,2012-05-01 21:44:14-08:00,2028-11-25 05:35:06-10:00
5587912e-9149-41d4-b9e0-4fc28f4a5bbb,43d50e20-1205-40c1-a36b-2c6ea9d185e1,Meta Prohaska,905,Suburban,loamy,3.5,excellent,8398,manual,2012-05-01,5007,27660,2020-01-14 19:10:56+10:00,2006-05-19 08:21:33-02:00
21d9d4be-8a94-4ce1-b1fe-9fa101c6cb7c,68a40ffb-695a-4ab8-a53b-8dff5d63cb53,Joslyn Bauch,156,Rural,chalky,7.5,poor,1041,drip,1998-08-19,7378,8791,2008-07-14 04:02:10-03:00,2013-11-10 10:13:19-10:00
1e8ae31e-1e76-4df8-ba9f-b0c535e8785b,0ce56d08-a2df-4311-a79b-aa892227d1d6,Tommie Cremin,560,Urban,silty,6.5,poor,8404,subsurface,1997-04-14,1062,28141,2016-11-24 04:30:12Z,2020-07-27 06:40:32+04:00
e253eb64-da03-4c3a-bf1a-df80ac996d30,3d88c475-f4c3-49d8-a50f-3f5fab943ffd,Giuseppe Block,672,Suburban,clay,8.5,poor,2691,drip,2008-05-17,4928,2688,2011-01-20 20:32:30-12:00,2023-03-14 22:21:56-07:00
621391ee-ed77-413f-898d-138575a2ef36,a8513779-71f3-4d3c-8876-a65506842fd1,Jenniffer Hilpert,229,Coastal,sandy,7.5,poor,4470,sprinkler,2025-06-13,6797,6474,2027-06-29 10:56:14+13:00,2015-12-13 03:45:22-11:00
5ed533d5-7987-4398-b8c1-32e1ac623163,b0e2ce9e-8aec-48fb-98c2-9dd64bd172ed,Waltraud Breitenberg,910,Coastal,peaty,9.5,excellent,4035,sprinkler,2015-06-27,8793,2295,2025-05-25 13:32:59-03:00,2001-11-20 09:04:06-02:00
bad488a4-2b50-40d0-971a-3b138689c1df,2e27a721-d4c5-48f8-b45b-6994302504c9,Monte Schuster,617,Urban,clay,8.5,poor,2979,surface,2007-12-18,4935,7097,2013-12-15 12:06:36+01:00,2017-07-27 17:16:09-10:00
0d219703-0cc8-4cfd-a181-e1cd0424a4c2,38f7fb9b-b1a4-48f0-a0b8-d221f4de49a8,Alphonse Orn,861,Suburban,sandy,3.5,moderate,7891,sprinkler,2024-01-10,3885,5888,2019-09-07 18:22:08+01:00,2004-06-30 03:03:48-09:00
5700df4b-a951-4d93-91c4-a9e48a921950,98645a16-7395-4821-99cd-216c26b8cffe,Yu Cummings,600,Mountainous,silty,4.5,moderate,7485,manual,2014-08-12,639,15232,2005-05-22 06:58:14-01:00,2027-08-26 09:25:37-08:00
9d647b81-f12c-49c5-8bf3-019d7196439f,faa5c432-85aa-49e7-84ac-33a163c636b7,Floretta Tromp,43,Urban,clay,8.5,poor,6579,subsurface,2015-11-20,88,1468,2013-06-24 21:00:37-04:00,2012-05-11 19:17:05+10:00
2b089c2f-01cd-420c-82cb-cece6139a601,834b4cc7-f560-4361-ac7f-9ebedb284871,Scarlett Hoeger,516,Urban,chalky,6.5,excellent,3505,surface,2010-03-01,2816,30352,2004-01-14 22:57:42+04:00,2007-09-19 13:58:24+09:00
5c2110e8-5759-4a97-a383-e5ecbb336a95,6ab90593-5244-44a0-b979-f9f7c76d8862,Winfred Monahan,949,Rural,peaty,7.5,moderate,9.3,subsurface,2018-09-22,9876,3454,2006-08-23 09:38:59-07:00,2021-05-02 04:52:50-03:00
8e05f65f-9f37-4fb9-b9be-a5bc7b9759f3,c9ddb35c-ef62-41bd-8858-a918b69204bd,Livia Lowe,948,Mountainous,loamy,8.5,excellent,97.96,manual,2024-04-22,1646,4695,2019-11-25 09:31:44+13:00,2019-05-14 08:01:03+10:00
87d263ec-1f9c-46b2-a43b-515308bbb78d,ed69f349-425b-4dcc-9523-146203d4083c,Man Boehm,682,Urban,clay,7.5,moderate,98.95,drip,2015-05-28,5496,14274,2005-05-31 09:36:25+06:00,2008-12-30 09:30:41+09:00
181d5532-cad2-4528-9f5f-a2be9aedf2b0,fceb5540-7757-4200-ad36-0ebc5b27140e,Frida Turner,548,Suburban,loamy,9.5,moderate,40.30,surface,2024-12-17,9200,21458,2025-06-11 13:34:55+11:00,2022-10-24 08:48:32+03:00
f4b24651-6506-429f-9577-0e736cb6570a,48e8ad5f-ff9e-4ea4-90b9-6b55f302c062,Ms. Nelson Crist,562,Rural,silty,4.5,moderate,9.46,sprinkler,2022-01-21,654,2954,2021-07-21 22:41:14+01:00,2004-03-13 01:27:41+05:00
9a19d0fb-f33a-4922-9ba7-89d83853804e,f5ed0fdd-a281-48f4-95c9-4b6ffab8f310,Val Wilderman,854,Urban,sandy,7.5,excellent,22.94,sprinkler,2021-07-26,2011,3920,2005-12-30 19:06:28+13:00,2013-01-23 08:25:51-10:00
b0d7cbbd-a573-499c-aab4-4e65d1a132f4,cb889509-4ce3-4a73-87ae-912e17b9840f,Madaline Lebsack I,609,Coastal,clay,5.5,moderate,70.31,sprinkler,2014-02-18,1644,2354,2005-02-14 12:14:24+12:00,2002-09-04 13:32:34+03:00
aba68540-c641-409f-beac-1e7990ccdf04,c0acabdd-96ff-42e5-ab5f-611651622a65,Earle Bednar,682,Coastal,chalky,4.5,poor,89.83,subsurface,1997-03-10,6331,28068,2008-10-28 05:05:00-12:00,2004-03-09 15:01:24+12:00
3257dfff-8802-4bf6-8a2c-e291a0e68e1f,84a8d910-5a7f-464a-8a90-3eeea379030d,Jacelyn Stoltenberg,738,Urban,loamy,8.5,poor,87.42,manual,2021-06-05,90.21,5615,2022-10-28 00:55:24+01:00,2024-06-08 10:28:35+07:00
736613e4-49ee-4471-a0b0-ff03792904b5,51a8ffe9-bf8d-412c-8106-d833e7e2f188,Elton Pacocha,332,Rural,peaty,5.5,excellent,88.47,subsurface,2025-07-31,56.51,13481,2002-08-14 12:26:48+09:00,2015-02-19 09:24:41-03:00
69bfd70b-4071-422e-8c0e-cae1b81b6a2c,dd7c31cd-58dd-4769-91c7-73d474f67e25,Lady Green,513,Rural,silty,7.5,moderate,3.75,subsurface,2007-01-30,97.3,14984,2002-06-07 03:22:00-05:00,2019-03-19 17:56:48+03:00
0a295f9b-1701-4ee3-bbb9-9a78f10b0a89,f7b85481-7d54-4838-979e-b15344e9810f,Roxann Gleichner,811,Suburban,loamy,9.5,moderate,42.84,subsurface,1997-03-08,57.13,606,2025-06-06 12:14:40-09:00,2005-02-24 17:18:46-10:00
95924e5b-a746-4e9c-b95a-ed6bc7ea9fca,6c250462-71b5-4718-a84d-a6bb122517cd,Marlys Fisher,210,Suburban,chalky,5.5,poor,64.51,manual,2013-04-03,96.39,7840,2022-09-16 19:35:45+01:00,2001-04-20 11:10:10-05:00
0c15584f-45c2-40ce-b161-9470d846aa94,d7611c78-47ee-4169-8028-2358f25f7f5a,Fritz Koepp,982,Mountainous,clay,6.5,moderate,2.66,sprinkler,2003-11-24,68.4,26799,2000-05-08 09:01:20-01:00,2009-04-10 22:35:57+07:00
cf1f8480-226e-4639-8b29-700dd6c72d10,3c3558eb-c989-430d-bf00-04d2cd8da46f,Samual Bailey,141,Suburban,chalky,6.5,moderate,4.45,drip,2011-05-18,37.76,15795,2011-05-09 21:11:26+14:00,2014-02-20 08:36:18+03:00
c9f4e299-64ea-4f25-8ce9-7c0e420177c9,d93e2315-d1ca-4a33-8a70-c27678794047,Cassi Rippin,451,Coastal,sandy,9.5,excellent,4.49,drip,2016-10-02,85.9,21279,2009-11-25 19:58:35-05:00,2020-10-15 08:01:06-07:00
840846ca-7fda-41a6-ab27-f1e93543cf49,616bbde7-bab3-44ed-9843-ac59b4e33219,Edward Gorczany,238,Mountainous,peaty,9.5,excellent,51.98,manual,2000-09-20,42.38,28913,2014-04-29 23:18:09+13:00,2006-04-30 18:12:44+10:00
ee1e5a5b-62f4-4802-a0ef-bad6b914cb15,538d69f6-24c1-4775-9450-e655a1b4b93e,Tad Morar,330,Mountainous,loamy,6.5,poor,10.24,subsurface,2021-11-16,31.55,3602,2016-02-11 18:26:23-09:00,2013-06-22 17:31:01+05:00
a3fd31d9-6677-4def-9c86-046a194af4a5,296668c8-c5f6-430f-83c6-551f3bf99c35,Miss Darell Christiansen,566,Suburban,silty,4.5,excellent,11.22,sprinkler,2019-01-30,13.61,30925,2024-05-15 15:56:27-11:00,2010-10-31 13:38:30+10:00
e597bb87-db8c-4037-b2b3-fe14ae71c4a4,a0aa3197-2b01-4d52-8162-eead71db2193,Ronny Medhurst,87,Coastal,peaty,9.5,excellent,26.99,manual,2015-03-11,56.97,26467,2012-05-05 13:01:50+04:00,2017-10-11 08:27:35+04:00
b7e81ec5-20da-41a5-acd5-80cf26a814f3,dea2c830-76a1-459f-8003-fbb87a7b3b05,Boyd Haley,999,Rural,loamy,3.5,poor,84.48,subsurface,2003-03-15,23.4,20712,2010-06-23 10:08:08+06:00,2028-02-23 12:13:14+14:00
5e8c4fa3-55a2-4ba6-a2ab-aa1bfbade391,366fd4c3-bb62-4bcb-9ff1-8dc597521340,Ms. Burl Parker,993,Mountainous,peaty,9.5,poor,37.41,drip,2010-09-04,1.60,9634,2025-08-16 11:00:28-09:00,2006-09-28 06:03:01-05:00
44dbd71f-974e-4383-af75-a22a391f043a,0be259b3-9fad-4c27-ab29-01199856bfe6,Samuel Reilly,559,Coastal,loamy,9.5,poor,33.83,manual,2014-02-02,36.1,13585,2011-04-28 00:22:05+11:00,2005-11-27 14:59:39-04:00
100ccb27-bf14-4645-884b-b7b256731289,e557e6f8-6c1f-4b8b-b0d8-f3ff28f305bb,Awilda Greenholt V,968,Coastal,clay,4.5,excellent,15.72,subsurface,2008-07-19,27.47,10662,2020-04-02 22:58:08-02:00,2020-03-02 20:46:15-08:00
486db29e-0217-4e91-9a5b-a3607b395813,b05da2b3-cb45-4212-96aa-9943d2a902db,Carissa Davis,209,Rural,clay,7.5,poor,45.85,sprinkler,2000-06-13,27.76,12649,2029-10-07 00:22:17+05:00,2029-02-26 20:28:31-01:00
0917d87d-ebcf-475b-9346-7bb068c0952b,edb39c4a-4a14-4eff-a366-be15cfb82ba8,Mr. Domingo Hessel,144,Mountainous,clay,8.5,poor,28.76,sprinkler,2012-02-01,85.48,29242,2007-01-14 23:33:03-01:00,2016-03-14 02:48:03+03:00
c7b84f4e-411a-44ef-ae2f-1c6f65bef2ce,6dc7d4aa-1e9c-4923-a6a4-b33fdad66e77,Mitch Zboncak,807,Suburban,sandy,4.5,moderate,87.65,sprinkler,2024-11-05,26.93,16466,2019-05-15 15:57:10-08:00,2007-06-10 01:18:52-10:00
d2af0867-d17e-4e7e-8c3a-a581926b6ac5,57321d98-0359-4020-b374-f60f46ba0b39,Dr. Elenore Satterfield,508,Rural,loamy,7.5,excellent,38.25,manual,2007-10-14,21.72,31422,2017-02-11 19:22:54+14:00,2026-05-23 02:14:56+01:00
4d86c997-d1b9-47ac-940f-f96d15bce6fa,8af0894d-44f0-4652-8bca-a65111c1e583,Ms. Jenae Johnson,912,Urban,silty,8.5,poor,47.65,subsurface,2007-05-28,75.95,3363,2006-12-21 10:02:02+06:00,2013-06-14 15:58:37-04:00
cb71aca5-edd2-4b6c-887a-46bafd9bbfb8,4d3ca33f-ee99-46e5-93e0-bd51e694f576,Quincy Herzog,553,Rural,silty,9.5,poor,79.42,sprinkler,2003-12-09,52.18,21107,2027-04-09 05:37:39+05:00,2012-10-15 04:03:12+14:00
172b7634-4ce4-407c-8aa9-18b334227c75,a173bec5-7fd2-449d-9ed8-866a5875c33b,Keneth Huel,608,Urban,loamy,4.5,moderate,28.30,drip,2022-07-04,92.75,14702,2012-02-17 21:57:00+02:00,2026-07-27 20:28:39+04:00
f7f33c07-096a-4d65-be97-16a42b72707d,1281f650-c0f9-4bd6-a896-db8ffacd092d,Jayson Von PhD,262,Mountainous,silty,4.5,poor,85.96,subsurface,1997-06-03,59.4,22773,2030-12-12 15:18:02+10:00,2020-08-11 01:30:47-04:00
213d9a2c-b79a-4f76-b3df-22b648bd2163,dfc9b7c0-7424-43aa-b8d7-e52a29e9a349,Chad Ullrich,151,Coastal,sandy,9.5,moderate,5.54,manual,1999-01-09,11.18,1901,2011-09-15 17:22:15+06:00,2024-01-20 03:44:01+08:00
8a2d25c9-4d48-40da-b869-5e7de0fd85e5,d986aab6-b1e6-4d45-ad4d-bd32ae7df4fc,Augustus Marquardt,871,Suburban,sandy,5.5,moderate,92.17,drip,2000-07-30,91.19,1876,2001-05-02 12:46:27-07:00,2009-08-20 04:05:36+08:00
41af69e0-f6ab-403a-ba20-1465337eeeae,2a6e9cbd-07ed-45df-a09e-8bf36675aa10,Krysten Dibbert,315,Suburban,loamy,7.5,excellent,60.37,manual,2010-05-23,32.22,1632,2005-05-02 17:46:55+10:00,2001-02-14 08:17:17-07:00
ac9caaff-2027-4f13-afb5-919578f7170a,67c572bc-0b2b-4496-9c1e-34cb1877ac8a,Marguerite Carroll,437,Coastal,chalky,3.5,moderate,48.58,subsurface,1999-03-04,6.7,10119,2028-01-23 22:37:47-02:00,2016-09-19 14:23:36+11:00
390bb3b1-eb7d-4325-b757-7bfbae67d06f,015149d4-28c1-4f75-8e68-a7ec98876822,Carole Kertzmann,332,Suburban,peaty,3.5,moderate,49.63,sprinkler,1998-12-13,60.88,2969,2012-03-07 16:10:09+13:00,2002-12-04 17:47:35+01:00
2a3ac8f5-deb8-459a-aca3-5ca81d987704,98906b1f-a496-4ff0-a942-d6b35dc5eecf,Noel Fay,81,Mountainous,silty,6.5,excellent,32.44,manual,2003-12-07,32.0,21936,2003-07-16 16:12:47-02:00,2008-08-26 15:38:22+14:00
49eb8a93-ac61-4879-b2a7-3620fd856f74,228bd124-b968-4f37-8190-d303cb03c90e,Jeramy Ortiz,70,Suburban,silty,7.5,excellent,42.33,surface,2025-06-11,9.28,18100,2025-06-12 00:47:31+02:00,2009-10-07 18:57:46-12:00
645e6552-fa6b-4d1a-ad43-033608689479,dd39828c-5bc0-454a-8a43-27ef8bbc1165,Philip Jast,139,Coastal,silty,3.5,excellent,48.2,surface,2025-07-24,30.47,13425,2021-01-08 05:00:50-08:00,2027-04-01 05:22:51Z
4ff5e131-4dd0-4ad7-a588-6cf21be67598,cbdddee3-07e5-4864-9074-e8bc92d6670f,Elton Olson,227,Mountainous,silty,6.5,moderate,37.69,subsurface,2015-07-11,90.70,5392,2029-09-02 04:35:07-01:00,2007-11-09 10:20:38-12:00
0bddfb77-8d2a-4b2e-8959-b681b74fe352,ba9f81c5-e6f4-4ff2-bb9c-9ee864d74714,Melvin Stamm,13,Rural,peaty,5.5,poor,15.35,subsurface,2024-08-02,41.96,13598,2013-06-07 22:56:18+12:00,2000-11-19 16:36:56+11:00
4036cf3b-ecbe-4b0f-a0e3-0dc99d5076a2,4fd57898-261f-4e84-9fcd-ec03d209a2a3,Dr. Dolly Weissnat,396,Coastal,loamy,3.5,excellent,9.85,manual,2015-12-25,63.42,20291,2018-01-24 05:41:47-03:00,2005-06-30 12:48:42-07:00
9bd054c7-44e8-4606-b2d8-e42492ce4fdc,619282db-69c4-439d-98a8-789bd7a6af9e,Lorena DuBuque,644,Suburban,chalky,7.5,moderate,45.36,surface,1997-11-07,23.69,32617,2014-08-06 23:01:35-02:00,2011-07-21 04:21:54-05:00
0224b2f0-5cda-43f3-8e21-bded39bc6c87,872e96d3-83e1-4e9c-a72e-5fad5b8c3e5b,Loralee Wehner,662,Urban,silty,7.5,moderate,33.16,sprinkler,2002-05-26,20.60,4400,2010-11-23 00:24:59+11:00,2000-01-29 12:53:11+13:00
e720d207-7702-4bb9-bfd7-5822c558f5ac,cc96c485-dbe7-4594-b200-e9d4a1721639,Alva Schaefer,966,Mountainous,loamy,3.5,moderate,13.80,sprinkler,2018-02-04,95.46,13190,2001-02-17 09:29:05+06:00,2017-03-20 21:15:30-06:00
db646d17-cf8f-4e05-8d49-b35b12f19dd3,1b71ca99-6290-470d-8501-cceac4910588,Ms. Emma Swaniawski,959,Rural,peaty,4.5,poor,73.38,subsurface,1997-11-16,4.67,19963,2018-11-11 13:30:56-06:00,2024-12-22 13:45:31+12:00
8e1a19be-e290-4f72-a592-bda1c4460d09,788dc89c-955b-4496-a6a5-5b11b4fa7e82,Roosevelt Watsica,30,Suburban,clay,6.5,excellent,36.68,sprinkler,2005-12-03,33.50,19132,2019-06-09 00:10:45-02:00,2001-01-24 03:56:02-09:00
06c62312-fae7-44a5-b0ea-376792c1b287,85a7b847-0105-48f2-bfe5-03f078e203a9,Miss Kent Harris,14,Suburban,silty,4.5,moderate,44.55,surface,2013-07-31,35.92,11592,2020-01-19 00:30:54+06:00,2017-03-11 10:18:31+10:00
b55e1fdc-7fd2-4716-b8a1-2eaaec2721d2,065b507f-78e4-4f08-88a4-5aec6959cda4,Alleen Sanford,136,Rural,silty,6.5,excellent,25.12,sprinkler,2015-08-15,64.66,29763,2005-11-10 22:07:08+08:00,2005-03-27 21:31:53+04:00
374b3243-ba65-44ac-b3b5-f47f0e9352f6,08de7a8d-4abd-4eed-ad0d-15b55fd6aff8,Mickey Purdy,492,Mountainous,chalky,6.5,poor,70.1,surface,2023-01-21,83.73,22344,2028-03-15 03:17:26+06:00,2007-02-23 14:43:38+02:00
817cb597-24d3-415a-9775-eaf363c34c7e,c696ea00-0fcb-453f-93fa-c0436d9ee212,Lyla Klein Jr.,79,Rural,loamy,3.5,moderate,86.45,subsurface,2002-04-17,61.92,6908,2002-03-18 05:38:57+03:00,2015-11-02 03:25:54+08:00
df454d4f-9582-47fd-9752-d05aedebe3c8,762feba6-b888-4877-a615-28055125f29c,Mae Stiedemann,608,Coastal,chalky,5.5,moderate,89.81,sprinkler,2010-09-19,28.0,21025,2001-11-27 17:24:47+09:00,2022-04-26 19:32:12-03:00
4bedfdc2-369b-447f-9007-4a7c1cd199da,33bfe37a-08e8-4399-80eb-254cdb8d7625,Ms. Gilberto Nitzsche,392,Suburban,sandy,9.5,moderate,49.20,drip,2024-12-30,79.56,5670,2029-06-29 00:50:10Z,2007-10-13 04:45:59-05:00
08649a2e-bfc1-4343-b97b-9642ba638628,1dee7ee0-2bfd-4240-9d6c-7d301bdbf580,Nikia Stanton,954,Mountainous,clay,4.5,excellent,63.31,manual,2021-07-31,68.54,9219,2012-09-05 04:22:56+08:00,2000-09-13 15:48:44+03:00
112370e9-e656-4981-a68e-8594d464071c,e366a232-7246-49bf-bcb3-45536326fc7d,Justine Green,490,Urban,loamy,6.5,poor,95.55,sprinkler,2009-10-30,58.14,23245,2002-08-31 01:54:43+03:00,2002-07-13 09:41:55+12:00
428152c3-a202-400c-a01d-dd97747b0f32,11bb7294-4579-4d86-9b91-b3c82e7ea875,Candyce Cassin,967,Rural,sandy,5.5,poor,76.54,manual,2013-11-15,48.35,26262,2028-10-16 14:01:20+01:00,2029-04-05 09:07:49+08:00
bfd7248d-bd64-4da5-8839-83129c3f87e4,e6fc4dd7-fb7c-471f-8413-1229554eb302,Ludie West DDS,889,Mountainous,clay,9.5,moderate,77.58,surface,2018-04-18,73.83,13648,2006-05-03 19:59:20-03:00,2027-04-09 08:30:32Z
6acef60a-32a7-45ea-a8ca-3f66e2a7a358,9b92dc21-2b23-43a1-94e3-26d121aad379,Russell Feil,409,Rural,clay,4.5,excellent,85.44,subsurface,2011-01-13,84.70,23752,2012-09-01 11:50:55-07:00,2009-04-28 19:17:28-07:00
709d4c21-a03c-4c0a-932c-e0fa0ed754fb,dde00f0a-b9bd-4620-8b2e-67b4ce279bcb,Anton Torp,660,Rural,chalky,8.5,moderate,16.71,surface,2025-06-13,86.88,68,2006-08-03 09:37:10+11:00,2023-02-12 01:04:01-01:00
ce4ce0e5-4f2c-4dff-9ef1-c4dca1b882ba,b568b501-08f1-4353-a502-dd82697ed408,Susie Davis,25,Urban,chalky,9.5,poor,88.26,manual,2006-12-30,95.16,5301,2021-08-17 12:48:58+12:00,2003-07-15 00:21:57+14:00
1db1be83-a480-4fee-a7ad-2dbaf701b294,9cec39e8-badc-4778-9223-39947261c922,Russell Fisher,801,Suburban,chalky,4.5,moderate,19.81,manual,2010-04-04,39.89,110,2028-10-20 12:37:14-08:00,2015-11-28 14:30:16+14:00
113060e0-d07c-4eb7-a5fb-867166d923ce,9e2ca076-914a-4357-8ca8-760280d2ac66,Omer Ankunding,379,Urban,loamy,7.5,excellent,68.23,drip,2012-06-08,70.9,27596,2015-07-03 12:48:47+01:00,2007-06-07 04:31:35+09:00
fa7e3add-f556-46d0-94c8-07101be0c4f3,e1bffc60-59ac-4b23-b014-20f9d862ced5,Ramiro Wilkinson,971,Suburban,chalky,9.5,moderate,58.92,drip,2016-06-23,35.83,5169,2011-03-30 00:15:51+05:00,2010-01-10 01:40:56+08:00
02456f7b-e26a-423f-9326-6119f8aa1010,11852dcd-eba7-47c4-8721-347b416fc4fd,Chantelle Fisher,985,Coastal,chalky,4.5,moderate,95.46,drip,2019-07-02,88.53,6681,2028-07-29 14:30:56-07:00,2004-03-13 02:08:34-03:00
06973af1-9381-4ed6-86cb-a966b0181b74,ba1458cc-2b19-4882-8eca-b448e6a9a1b7,Tod Rutherford,346,Coastal,sandy,7.5,moderate,35.82,drip,2008-02-04,12.13,16909,2007-08-18 23:16:31+13:00,2004-04-30 14:55:58+04:00
faaacdf2-ced8-49c4-b171-25d870723189,c4f07aaf-7f05-4dbb-8d6a-a97d70650085,Nina Walter III,906,Mountainous,sandy,8.5,poor,80.89,drip,2025-08-24,76.20,11385,2008-07-06 20:48:15-11:00,2027-09-02 14:40:39-03:00
fc6f0e37-0702-4a5c-ae70-b913049b9c12,ed872b22-fd65-4898-b577-60904711aa65,Mr. Pierre Schmeler,445,Suburban,clay,8.5,poor,31.32,subsurface,2025-08-24,29.48,184,2007-05-18 03:24:45-09:00,2001-08-17 10:30:37+04:00
e865bd08-2782-44da-b0c6-8206002390f8,455df6da-0443-4ab8-99e3-da5a4a379f6c,Rebbeca VonRueden Jr.,945,Suburban,chalky,7.5,moderate,65.72,surface,2025-08-24,62.38,26660,2015-10-24 09:37:20-02:00,2014-04-30 15:09:32+12:00
88429c42-d7f5-4419-a4fd-ab0e963dc425,a26782dc-fffa-4708-bffd-64ebb73acd0d,Bradford Toy,964,Urban,chalky,9.5,excellent,62.46,sprinkler,2025-08-24,53.87,30015,2017-03-21 14:48:24-07:00,2028-12-17 21:11:55Z
3b266e87-a46b-4801-8bae-8c2ba7fb2375,72a133ba-01a8-4162-bab0-4fac500a1c33,Nelson Hills,470,Suburban,peaty,4.5,excellent,36.0,drip,2025-08-24,86.7,13725,2025-06-21 06:38:08-10:00,2030-10-24 00:25:30+03:00
